VKEY;REAL;PZN;UER;RGN;IND;TNP;NNP;ADR;RKC;NAMEP;NAMEN;NEWNUM;NEWKS;PERMFO;SROK;AT1;AT2;TELEF;REGN;OKPO;DT_IZM;CKS;KSNP;DATE_IN;DATE_CH;VKEYDEL;DT_IZMR
;;10;0;40;196158;1;САНКТ-ПЕТЕРБУРГ;Московское ш, 27;;КЦ СЕВЕРО-ЗАПАДНОГО ГУ БАНКА РОССИИ;КЦ СЕВЕРО-ЗАПАДНОГО ГУ БАНКА Р;044012000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;40;199034;1;САНКТ-ПЕТЕРБУРГ;8-ая линия ВО, 19 лит А пом. 1;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ООО КБ ""ГЕФЕСТ""";САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ООО;044030716;;;00;;;;1046/1;;30.06.2018;;30101810900000000716;;;;
;;30;4;40;191186;1;САНКТ-ПЕТЕРБУРГ;Волынский пер, 1/36 лит А;044030001;"Ф-Л ООО ""ЭЙЧ-ЭС-БИ-СИ БАНК (РР)"" ПЕТЕРБУРГ";"Ф-Л ООО ""ЭЙЧ-ЭС-БИ-СИ БАНК (РР";044030883;;;00;;;;3290/1;;30.06.2018;;30101810600000000883;;;;
;;30;4;70;300041;1;ТУЛА;ул Тургеневская, 69;047003001;"ФИЛИАЛ ""ТУЛЬСКИЙ"" ООО КБ ""АРЕСБАНК""";"ФИЛИАЛ ""ТУЛЬСКИЙ"" ООО КБ ""АРЕС";047003792;;;00;;;;2914/1;;30.06.2018;;30101810300000000792;;;;
;;30;4;04;660049;1;КРАСНОЯРСК;ул Перенсона, 33;040407001;"КРАСНОЯРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КРАСНОЯРСКИЙ РФ АО ""РОССЕЛЬХОЗ";040407923;;;00;;;;3349/49;;30.06.2018;;30101810300000000923;;;;
;;30;4;03;350000;1;КРАСНОДАР;ул Северная, 324;040349001;"КРАСНОДАРСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"КРАСНОДАРСКИЙ Ф БАНКА""ВОЗРОЖДЕ";040349994;;;00;;;;1439/65;;30.06.2018;;30101810300000000994;;;;
;;30;4;40;197101;1;САНКТ-ПЕТЕРБУРГ;ул Кронверкская, 13 лит А;044030001;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ БАН;044030866;;;00;;;;2307/1;;30.06.2018;;30101810300000000866;;;;
;;30;4;40;190000;1;САНКТ-ПЕТЕРБУРГ;ул. Б. Морская, 57 лит А пом.;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ""НОРДЕА БАНК""";САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО;044030868;;;00;;;;3016/1;;30.06.2018;;30101810900000000868;;;;
;;30;4;50;630004;1;НОВОСИБИРСК;ул Ленина, 52;045004001;"ФИЛИАЛ ""НОВОСИБИРСКИЙ"" АО ""АЛЬФА-БАНК""";"ФИЛИАЛ ""НОВОСИБИРСКИЙ"" АО ""АЛЬ";045004774;;;00;;;;1326/15;;30.06.2018;;30101810600000000774;;;;
;;20;4;45;115035;1;МОСКВА;ул Садовническая, 79;044525000;"АО ""МСП БАНК""";"АО ""МСП БАНК""";044525108;;;00;;;;3340;;30.06.2018;;30101810200000000108;;;;
;;30;4;10;675000;1;БЛАГОВЕЩЕНСК;ул Калинина, 4, пом. IX;041012001;"АМУРСКИЙ ФИЛИАЛ ООО ""КРОНА-БАНК""";"АМУРСКИЙ ФИЛИАЛ ООО ""КРОНА-БАН";041012764;;;00;;;;2499/1;;30.06.2018;;30101810000000000764;;;;
;;30;4;40;197198;1;САНКТ-ПЕТЕРБУРГ;ул Ленина, 14 лит А;044030001;"ФИЛИАЛ ""СДМ-БАНК""(ПАО) В Г.САНКТ-ПЕТЕРБУРГЕ";"ФИЛИАЛ ""СДМ-БАНК""(ПАО) В Г.САН";044030878;;;00;;;;1637/5;;30.06.2018;;30101810000000000878;;;;
;;30;4;05;690002;1;ВЛАДИВОСТОК;Океанский пр-т, 131 В;040507001;ФИЛИАЛ ББР БАНКА (АО), Г. ВЛАДИВОСТОК;ФИЛИАЛ ББР БАНКА (АО), Г. ВЛАД;040507867;;;00;;;;2929/1;;30.06.2018;;30101810000000000867;;;;
;;20;4;45;119034;1;МОСКВА;Гагаринский пер, 3;044525000;"АО ""РОССЕЛЬХОЗБАНК""";"АО ""РОССЕЛЬХОЗБАНК""";044525111;;;00;;;;3349;;30.06.2018;;30101810200000000111;;;;
;;40;0;96;364024;1;ГРОЗНЫЙ;А/Я 576;;ПУ БАНКА РОССИИ N 52481;ПУ БАНКА РОССИИ N 52481;049626002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;96;366208;1;ГУДЕРМЕС;;;ПУ БАНКА РОССИИ N 13918;ПУ БАНКА РОССИИ N 13918;049627002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;60;344011;1;РОСТОВ-НА-ДОНУ;Будённовский пр-т, 97/243;046015001;"РОСТОВСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"РОСТОВСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ";046015205;;;00;;;;1439/66;;30.06.2018;;30101810900000000205;;;;
;;30;4;60;344000;1;РОСТОВ-НА-ДОНУ;ул Красноармейская, 206;046015001;"ФИЛИАЛ ""РОСТОВСКИЙ"" АО ""АЛЬФА-БАНК""";"ФИЛИАЛ ""РОСТОВСКИЙ"" АО ""АЛЬФА-";046015207;;;00;;;;1326/18;;30.06.2018;;30101810500000000207;;;;
;;30;4;03;350000;1;КРАСНОДАР;ул Красная, 68/1;040349001;"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" АО ""БАНК ДОМ.РФ""";"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" АО ""БАН";040349523;;;00;;;;2312/7;;30.06.2018;;30101810700000000523;;;;
;;30;4;22;603155;1;НИЖНИЙ НОВГОРОД;ул Ульянова, 46;042202001;"ПРИВОЛЖСКИЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""";"ПРИВОЛЖСКИЙ ФИЛИАЛ АО ""БАНК ИН";042202841;;;00;;;;2216/1;;30.06.2018;;30101810500000000841;;;;
;;30;4;03;350038;1;КРАСНОДАР;ул Короленко, 2;040349001;"КРАСНОДАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КРАСНОДАРСКИЙ РФ АО ""РОССЕЛЬХО";040349536;;;00;;;;3349/3;;30.06.2018;;30101810700000000536;;;;
;;30;4;82;367010;1;МАХАЧКАЛА;пр-т Гамидова, 54 А;048209001;"ДАГЕСТАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ДАГЕСТАНСКИЙ РФ АО ""РОССЕЛЬХОЗ";048209793;;;00;;;;3349/4;;30.06.2018;;30101810000000000793;;;;
;;30;4;92;420111;1;КАЗАНЬ;ул Московская, 27;049205001;"ФИЛИАЛ ПАО ""АКИБАНК"" В Г. КАЗАНЬ";"ФИЛИАЛ ПАО ""АКИБАНК"" В Г. КАЗА";049205916;;;00;;;;2587/2;;30.06.2018;;30101810300000000916;;;;
;;30;4;54;302030;1;ОРЁЛ;ул Московская, 31 лит А;045402001;"ОРЛОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ОРЛОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";045402751;;;00;;;;3349/10;;30.06.2018;;30101810700000000751;;;;
;;30;4;68;392000;1;ТАМБОВ;ул Максима Горького, 20;046850001;"ТАМБОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ТАМБОВСКИЙ РФ АО ""РОССЕЛЬХОЗБА";046850713;;;00;;;;3349/2;;30.06.2018;;30101810600000000713;;;;
;;30;4;07;355035;1;СТАВРОПОЛЬ;ул Маршала Жукова, 26;040702001;"СТАВРОПОЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"СТАВРОПОЛЬСКИЙ РФ АО ""РОССЕЛЬХ";040702701;;;00;;;;3349/6;;30.06.2018;;30101810200000000701;;;;
;;30;4;45;121069;1;МОСКВА;Мерзляковский пер, 18, стр 2;044525000;"МОСКОВСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"МОСКОВСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";044525112;;;00;;;;328/1;;30.06.2018;;30101810500000000112;;;;
;;30;4;49;173000;1;ВЕЛИКИЙ НОВГОРОД;ул Б. Московская, 9;044959001;"НОВГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"НОВГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗ";044959722;;;00;;;;3349/8;;30.06.2018;;30101810500000000722;;;;
;;30;4;52;644099;1;ОМСК;ул Фрунзе, 52;045209001;"ОМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ОМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";045209822;;;00;;;;3349/9;;30.06.2018;;30101810900000000822;;;;
;;30;4;53;460000;1;ОРЕНБУРГ;ул Ленинская, 59 Б;045354001;"ОРЕНБУРГСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ОРЕНБУРГСКИЙ РФ АО ""РОССЕЛЬХОЗ";045354816;;;00;;;;3349/5;;30.06.2018;;30101810000000000816;;;;
;;30;4;56;440018;1;ПЕНЗА;ул Бекешская, 39;045655001;"ПЕНЗЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ПЕНЗЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБА";045655718;;;00;;;;3349/15;;30.06.2018;;30101810600000000718;;;;
;;30;4;60;344038;1;РОСТОВ-НА-ДОНУ;пр-т Михаила Нагибина, 14 А;046015001;"РОСТОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"РОСТОВСКИЙ РФ АО ""РОССЕЛЬХОЗБА";046015211;;;00;;;;3349/7;;30.06.2018;;30101810800000000211;;;;
;;30;4;70;300041;1;ТУЛА;ул Тургеневская, 5;047003001;"ТУЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ТУЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК";047003715;;;00;;;;3349/1;;30.06.2018;;30101810400000000715;;;;
;;30;4;88;424002;1;ЙОШКАР-ОЛА;ул Волкова, 116;048860001;"МАРИЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"МАРИЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";048860721;;;00;;;;3349/16;;30.06.2018;;30101810400000000721;;;;
;;30;4;97;428032;1;ЧЕБОКСАРЫ;Президентский б-р, 31;049706001;"ЧУВАШСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЧУВАШСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";049706752;;;00;;;;3349/11;;30.06.2018;;30101810600000000752;;;;
;;30;4;40;191014;1;САНКТ-ПЕТЕРБУРГ;Литейный пр-т, 57 лит Б пом. 1;044030001;"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ АО ""БАН";044030710;;;00;;;;2216/2;;30.06.2018;;30101810100000000710;;;;
;;30;4;79;385000;1;МАЙКОП;ул Краснооктябрьская, 24;047908001;"АДЫГЕЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"АДЫГЕЙСКИЙ РФ АО ""РОССЕЛЬХОЗБА";047908745;;;00;;;;3349/12;;30.06.2018;;30101810200000000745;;;;
;;30;4;36;443011;1;САМАРА;ул Академика Платонова, 10;043601001;"САМАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"САМАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";043601978;;;00;;;;3349/13;;30.06.2018;;30101810900000000978;;;;
;;30;4;08;680000;1;ХАБАРОВСК;ул Муравьёва-Амурского, 36;040813001;"ФИЛИАЛ ""ХАБАРОВСКИЙ"" АО ""АЛЬФА-БАНК""";"ФИЛИАЛ ""ХАБАРОВСКИЙ"" АО ""АЛЬФА";040813770;;;00;;;;1326/20;;30.06.2018;;30101810800000000770;;;;
;;30;4;20;394016;1;ВОРОНЕЖ;Московский пр-т, 19 Б;042007001;"ВОРОНЕЖСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ВОРОНЕЖСКИЙ РФ АО ""РОССЕЛЬХОЗБ";042007811;;;00;;;;3349/14;;30.06.2018;;30101810700000000811;;;;
;;30;4;92;420111;1;КАЗАНЬ;ул Лево-Булачная, 32;049205001;Ф-Л БАНКА ГПБ (АО) В Г. КАЗАНИ;Ф-Л БАНКА ГПБ (АО) В Г. КАЗАНИ;049205734;;;00;;;;354/47;;30.06.2018;;30101810100000000734;;;;
;;30;4;28;170006;1;ТВЕРЬ;ул Дмитрия Донского, 37;042809001;"ТВЕРСКОЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ТВЕРСКОЙ РФ АО ""РОССЕЛЬХОЗБАНК";042809795;;;00;;;;3349/19;;30.06.2018;;30101810600000000795;;;;
;;30;4;42;398046;1;ЛИПЕЦК;ул Водопьянова, 17 А;044206001;"ЛИПЕЦКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЛИПЕЦКИЙ РФ АО ""РОССЕЛЬХОЗБАНК";044206756;;;00;;;;3349/24;;30.06.2018;;30101810800000000756;;;;
;;20;4;45;107023;1;МОСКВА;ул Б. Семёновская, 32, стр 1;044525000;ПАО МОСОБЛБАНК;ПАО МОСОБЛБАНК;044525521;;;00;;;;1751;;30.06.2018;;30101810900000000521;;;;
;;30;4;33;610017;1;КИРОВ;ул Горького, 5;043304001;"КИРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КИРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";043304787;;;00;;;;3349/22;;30.06.2018;;30101810600000000787;;;;
;;30;4;89;430005;1;САРАНСК;ул Советская, 47 А;048952001;"МОРДОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"МОРДОВСКИЙ РФ АО ""РОССЕЛЬХОЗБА";048952750;;;00;;;;3349/20;;30.06.2018;;30101810900000000750;;;;
;;30;4;10;675000;1;БЛАГОВЕЩЕНСК;ул Ленина, 142;041012001;"АМУРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"АМУРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК";041012731;;;00;;;;3349/23;;30.06.2018;;30101810800000000731;;;;
;;30;4;29;248001;1;КАЛУГА;ул Кирова, 9 А;042908001;"КАЛУЖСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КАЛУЖСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";042908780;;;00;;;;3349/27;;30.06.2018;;30101810100000000780;;;;
;;20;4;03;350063;1;КРАСНОДАР;ул Мира, 34;040349001;"ПАО ""КРАЙИНВЕСТБАНК""";"ПАО ""КРАЙИНВЕСТБАНК""";040349516;;;00;;;;3360;;30.06.2018;;30101810500000000516;;;;
;;30;4;50;630105;1;НОВОСИБИРСК;ул Кавалерийская, 2;045004001;"Ф-Л БАНКА ГПБ (АО) ""ЗАПАДНО-СИБИРСКИЙ""";"Ф-Л БАНКА ГПБ (АО) ""ЗАПАДНО-СИ";045004783;;;00;;;;354/29;;30.06.2018;;30101810400000000783;;;;
;;30;4;50;630007;1;НОВОСИБИРСК;ул Фабричная, 13;045004001;"НОВОСИБИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"НОВОСИБИРСКИЙ РФ АО ""РОССЕЛЬХО";045004784;;;00;;;;3349/25;;30.06.2018;;30101810700000000784;;;;
;;30;4;01;656015;1;БАРНАУЛ;пр-т Ленина, 80 Б;040173001;"АЛТАЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"АЛТАЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";040173733;;;00;;;;3349/18;;30.06.2018;;30101810100000000733;;;;
;;30;4;94;426006;1;ИЖЕВСК;ул Телегина, 30;049401001;"УДМУРТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"УДМУРТСКИЙ РФ АО ""РОССЕЛЬХОЗБА";049401710;;;00;;;;3349/28;;30.06.2018;;30101810100000000710;;;;
;;40;0;96;366128;5;НАУРСКАЯ;;;ПУ БАНКА РОССИИ N 22298;ПУ БАНКА РОССИИ N 22298;049628002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;96;366108;5;ШЕЛКОВСКАЯ;;;ПУ БАНКА РОССИИ N 65515;ПУ БАНКА РОССИИ N 65515;049629002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;96;366400;3;ШАТОЙ;ул Салаудина Гугаева, 4;;ПУ БАНКА РОССИИ N 44915;ПУ БАНКА РОССИИ N 44915;049631002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;38;305004;1;КУРСК;ул Садовая, 12;043807001;"КУРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КУРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";043807798;;;00;;;;3349/32;;30.06.2018;;30101810700000000798;;;;
;;30;4;14;308015;1;БЕЛГОРОД;ул Пушкина, 49;041403001;"БЕЛГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"БЕЛГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗ";041403740;;;00;;;;3349/30;;30.06.2018;;30101810200000000740;;;;
;;30;4;00;468320;1;БАЙКОНУР;пр-т Королёва, 21;040037002;"БАЙКОНУРСКИЙ ФИЛИАЛ АО ""ФОНДСЕРВИСБАНК""";"БАЙКОНУРСКИЙ ФИЛИАЛ АО ""ФОНДСЕ";040037470;;;00;;;;2989/4;;30.06.2018;;30101810300000000470;;;;
;;30;4;22;603024;1;НИЖНИЙ НОВГОРОД;ул Белинского, 61;042202001;"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В Г.Н.НОВГОРОДЕ";"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В";042202863;;;00;;;;2546/3;;30.06.2018;;30101810300000000863;;;;
;;20;4;05;690091;1;ВЛАДИВОСТОК;ул Семёновская, 6 Г;040507001;"ООО ""ПРИМТЕРКОМБАНК""";"ООО ""ПРИМТЕРКОМБАНК""";040507717;;;00;;;;21;;30.06.2018;;30101810600000000717;;;;
;;30;4;22;603022;1;НИЖНИЙ НОВГОРОД;ул Кулибина, 3;042202001;"НИЖЕГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"НИЖЕГОРОДСКИЙ РФ АО ""РОССЕЛЬХО";042202846;;;00;;;;3349/39;;30.06.2018;;30101810000000000846;;;;
;;30;4;24;153002;1;ИВАНОВО;пр-т Ленина, 21, стр 1;042406001;"ИВАНОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ИВАНОВСКИЙ РФ АО ""РОССЕЛЬХОЗБА";042406780;;;00;;;;3349/38;;30.06.2018;;30101810300000000780;;;;
;;30;4;26;386102;1;НАЗРАНЬ;ул Московская, 13 А;042618001;"ИНГУШСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ИНГУШСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";042618783;;;00;;;;3349/42;;30.06.2018;;30101810300000000783;;;;
;;30;4;66;214014;1;СМОЛЕНСК;ул Твардовского, 2 В;046614001;"СМОЛЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"СМОЛЕНСКИЙ РФ АО ""РОССЕЛЬХОЗБА";046614776;;;00;;;;3349/43;;30.06.2018;;30101810500000000776;;;;
;;30;4;83;360030;1;НАЛЬЧИК;пр-т Кулиева, 10 А;048327001;"КАБАРДИНО-БАЛКАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КАБАРДИНО-БАЛКАРСКИЙ РФ АО ""РО";048327710;;;00;;;;3349/44;;30.06.2018;;30101810100000000710;;;;
;;20;4;05;690990;1;ВЛАДИВОСТОК;ул Светланская, 47;040507001;"ПАО АКБ ""ПРИМОРЬЕ""";"ПАО АКБ ""ПРИМОРЬЕ""";040507795;;;00;;;;3001;;30.06.2018;;30101810800000000795;;;;
;;30;4;17;600000;1;ВЛАДИМИР;ул Б. Московская, 1 Б;041708001;"ВЛАДИМИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ВЛАДИМИРСКИЙ РФ АО ""РОССЕЛЬХОЗ";041708772;;;00;;;;3349/41;;30.06.2018;;30101810600000000772;;;;
;;30;4;40;191186;1;САНКТ-ПЕТЕРБУРГ;наб р.Мойки, 36;044030001;"Ф-Л ""СЕВЕРНАЯ СТОЛИЦА"" АО ""РАЙФФАЙЗЕНБАНК""";"Ф-Л ""СЕВЕРНАЯ СТОЛИЦА"" АО ""РАЙ";044030723;;;00;;;;3292/1;;30.06.2018;;30101810100000000723;;;;
;;30;4;11;163000;1;АРХАНГЕЛЬСК;ул Карла Либкнехта, 34;041117001;"АРХАНГЕЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"АРХАНГЕЛЬСКИЙ РФ АО ""РОССЕЛЬХО";041117772;;;00;;;;3349/48;;30.06.2018;;30101810000000000772;;;;
;;30;4;18;400074;1;ВОЛГОГРАД;ул Баррикадная, 1 Б;041806001;"ВОЛГОГРАДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ВОЛГОГРАДСКИЙ РФ АО ""РОССЕЛЬХО";041806863;;;00;;;;3349/46;;30.06.2018;;30101810900000000863;;;;
;;30;4;76;672039;1;ЧИТА;ул Александро-Заводская, 21;047601001;"ЧИТИНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЧИТИНСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";047601740;;;00;;;;3349/47;;30.06.2018;;30101810400000000740;;;;
;;30;4;03;350063;1;КРАСНОДАР;ул Орджоникидзе, 13/1;040349001;"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г. КРАСНОДАРЕ";"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г.";040349521;;;00;;;;3287/3;;30.06.2018;;30101810100000000521;;;;
;;30;4;33;610002;1;КИРОВ;ул Воровского, 21 А;043304001;"ФИЛИАЛ ""КИРОВСКИЙ"" ПАО КБ ""УБРИР""";"ФИЛИАЛ ""КИРОВСКИЙ"" ПАО КБ ""УБР";043304792;;;00;;;;429/12;;30.06.2018;;30101810200000000792;;;;
;;30;4;22;603006;1;НИЖНИЙ НОВГОРОД;ул Ковалихинская, 8;042282000;"Ф-Л ПРИВОЛЖСКИЙ ПАО БАНК ""ФК ОТКРЫТИЕ""";"Ф-Л ПРИВОЛЖСКИЙ ПАО БАНК ""ФК О";042282881;;;00;;;;2209/4;;30.06.2018;;30101810300000000881;;;;
;;30;4;29;248000;1;КАЛУГА;ул Воронина, 4;042908001;"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.КАЛУГА";"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В";042908770;;;00;;;;1885/1;;30.06.2018;;30101810000000000770;;;;
;;30;4;53;460005;1;ОРЕНБУРГ;пр-т Победы, 89, помещение 5;045354001;"ОРЕНБУРГСКИЙ ФИЛИАЛ АО КБ ""АГРОПРОМКРЕДИТ""";"ОРЕНБУРГСКИЙ ФИЛИАЛ АО КБ ""АГР";045354817;;;00;;;;2880/5;;30.06.2018;;30101810300000000817;;;;
;;30;4;34;156000;1;КОСТРОМА;пр-т Мира, 6;043469001;"КОСТРОМСКОЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КОСТРОМСКОЙ РФ АО ""РОССЕЛЬХОЗБ";043469731;;;00;;;;3349/51;;30.06.2018;;30101810600000000731;;;;
;;20;4;45;123022;1;МОСКВА;ул Рочдельская, 14, стр 1;044525000;"""БАНК ""МБА-МОСКВА"" ООО";"""БАНК ""МБА-МОСКВА"" ООО";044525502;;;00;;;;3395;;30.06.2018;;30101810000000000502;;;;
;;30;4;30;683023;1;ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ;пр-т Победы, 63;043002001;"КАМЧАТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КАМЧАТСКИЙ РФ АО ""РОССЕЛЬХОЗБА";043002801;;;00;;;;3349/53;;30.06.2018;;30101810100000000801;;;;
;;30;4;63;410003;1;САРАТОВ;ул им. Радищева А.Н., 65/2;046311001;"САРАТОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"САРАТОВСКИЙ РФ АО ""РОССЕЛЬХОЗБ";046311843;;;00;;;;3349/52;;30.06.2018;;30101810500000000843;;;;
;;20;4;45;127051;1;МОСКВА;Цветной бульвар, д. 2;044525000;"""НАТИКСИС БАНК АО""";"""НАТИКСИС БАНК АО""";044525512;;;00;;;;3390;;30.06.2018;;30101810100000000512;;;;
;;30;4;40;190000;1;САНКТ-ПЕТЕРБУРГ;Конногвардейский б-р, 3 лит А;044030001;"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В Г.С-ПЕТЕРБУРГЕ";"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В";044030902;;;00;;;;2546/5;;30.06.2018;;30101810400000000902;;;;
;;30;4;32;650099;1;КЕМЕРОВО;Советский пр-т, 8 А;043207001;"КЕМЕРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КЕМЕРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБ";043207782;;;00;;;;3349/56;;30.06.2018;;30101810800000000782;;;;
;;30;4;93;667000;1;КЫЗЫЛ;ул Тувинских Добровольцев, 23;049304001;"ТУВИНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ТУВИНСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";049304738;;;00;;;;3349/57;;30.06.2018;;30101810400000000738;;;;
;;30;4;05;690091;1;ВЛАДИВОСТОК;Океанский пр-т, 26, стр 1;040507001;"ПРИМОРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ПРИМОРСКИЙ РФ АО ""РОССЕЛЬХОЗБА";040507861;;;00;;;;3349/54;;30.06.2018;;30101810200000000861;;;;
;;30;4;27;236022;1;КАЛИНИНГРАД;ул Гостиная, 3;042748001;"КАЛИНИНГРАДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КАЛИНИНГРАДСКИЙ РФ АО ""РОССЕЛЬ";042748878;;;00;;;;3349/55;;30.06.2018;;30101810500000000878;;;;
;;20;4;45;105062;1;МОСКВА;ул. Машкова, д. 9/1;044525000;"АО ""МБ БАНК""";"АО ""МБ БАНК""";044525184;;;00;;;;3396;;30.06.2018;;30101810800000000184;;;;
;;30;4;52;644048;1;ОМСК;пр-т Карла Маркса, 38;045209001;"ФИЛИАЛ ""ОМСКИЙ"" ПАО ""СКБ-БАНК""";"ФИЛИАЛ ""ОМСКИЙ"" ПАО ""СКБ-БАНК""";045209859;;;00;;;;705/43;;30.06.2018;;30101810300000000859;;;;
;;20;4;45;125047;1;МОСКВА;ул Лесная, 5;044525000;"""БНП ПАРИБА БАНК"" АО";"""БНП ПАРИБА БАНК"" АО";044525185;;;00;;;;3407;;30.06.2018;;30101810100000000185;;;;
;;30;4;61;390000;1;РЯЗАНЬ;ул Свободы, 58;046126001;"РЯЗАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"РЯЗАНСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";046126793;;;00;;;;3349/58;;30.06.2018;;30101810900000000793;;;;
