VKEY;REAL;PZN;UER;RGN;IND;TNP;NNP;ADR;RKC;NAMEP;NAMEN;NEWNUM;NEWKS;PERMFO;SROK;AT1;AT2;TELEF;REGN;OKPO;DT_IZM;CKS;KSNP;DATE_IN;DATE_CH;VKEYDEL;DT_IZMR
;;20;4;40;192102;1;САНКТ-ПЕТЕРБУРГ;ул. Фучика, 4 лит К пом 3,4 18;044030001;"ООО КБ ""НЕВАСТРОЙИНВЕСТ""";"ООО КБ ""НЕВАСТРОЙИНВЕСТ""";044030870;;;00;;;;1926;;30.06.2018;;30101810600000000870;;;;
;;20;4;82;368502;1;ИЗБЕРБАШ;ул Маяковского, 139 Б;048209001;"ООО КБ ""МВС БАНК""";"ООО КБ ""МВС БАНК""";048209775;;;00;;;;2407;;30.06.2018;;30101810400000000775;;;;
;;30;4;03;350015;1;КРАСНОДАР;ул Красная, 152;040349001;"ФИЛИАЛ ""ЮЖНЫЙ"" ПАО ""БАНК УРАЛСИБ""";"ФИЛИАЛ ""ЮЖНЫЙ"" ПАО ""БАНК УРАЛС";040349700;;;00;;;;2275/60;;30.06.2018;;30101810400000000700;;;;
;;30;4;45;127051;1;МОСКВА;Петровский б-р, 11;044525000;"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО) Ф-Л В Г.МОСКВА";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО)";044525307;;;00;;;;2721/2;;30.06.2018;;30101810945250000307;;;;
;;90;3;82;367013;1;МАХАЧКАЛА;ул Юсупова, 38;048209001;"КУ ООО КБ ""АЛЖАН""";"КУ ООО КБ ""АЛЖАН""";048209797;;;00;;;;2491;;30.06.2018;;30101810200000000797;;;;
;;20;4;45;123112;1;МОСКВА;Пресненская наб, 10;044525000;"АО ""СМБСР БАНК""";"АО ""СМБСР БАНК""";044525470;;;00;;;;3494;;30.06.2018;;30101810200000000470;;;;
;;30;4;82;367012;1;МАХАЧКАЛА;ул Пушкина, 4;048209001;"МАХАЧКАЛИНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"МАХАЧКАЛИНСКИЙ Ф БАНКА""ВОЗРОЖД";048209882;;;00;;;;1439/47;;30.06.2018;;30101810500000000882;;;;
;;20;4;45;123557;1;МОСКВА;ул Пресненский Вал, 27;044525000;"АО ""КРОСНА-БАНК""";"АО ""КРОСНА-БАНК""";044525773;;;00;;;;2607;;30.06.2018;;30101810045250000773;;;;
;;90;3;45;109240;1;МОСКВА;ул Высоцкого, 4;044525000;"КУ КБ ""РЭБ"" (АО) - ГК ""АСВ""";"КУ КБ ""РЭБ"" (АО) - ГК ""АСВ""";044525783;;;00;;;;2211;;30.06.2018;;30101810145250000783;;;;
;;30;4;45;121059;1;МОСКВА;ул Б. Дорогомиловская, 5;044525000;МОСКОВСКИЙ ФИЛИАЛ ЭКСИ-БАНК (АО);МОСКОВСКИЙ ФИЛИАЛ ЭКСИ-БАНК (А;044525944;;;00;;;;2530/2;;30.06.2018;;30101810845250000944;;;;
;;20;4;82;368120;1;КИЗИЛЮРТ;пл Героев, 1;048209001;"ООО КБ ""КРЕДИТИНВЕСТ""";"ООО КБ ""КРЕДИТИНВЕСТ""";048209719;;;00;;;;1197;;30.06.2018;;30101810000000000719;;;;
;;30;4;45;119017;1;МОСКВА;ул Б. Ордынка, 40, стр 2;044525000;"Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ"" В Г. МОСКВЕ";"Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ";044525142;;;00;;;;436/19;;30.06.2018;;30101810045250000142;;;;
;;90;4;45;129366;1;МОСКВА;ул Космонавтов, 8;044525000;"ЛИКВИДАТОР ООО КБ ""МЕЖДУНАРОДНЫЙ РАСЧЕТНЫЙ БА";"ЛИКВИДАТОР ООО КБ ""МЕЖДУНАРОДН";044525223;;;00;;;;3028;;30.06.2018;;30101810045250000223;;;;
;;12;0;83;360000;1;НАЛЬЧИК;ул Головко, 2;;ОТДЕЛЕНИЕ-НБ КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА;ОТДЕЛЕНИЕ-НБ КАБАРДИНО-БАЛКАРС;048327001;;;00;;;;;;30.06.2018;;;;;;
;;20;4;83;360051;1;НАЛЬЧИК;ул Толстого, 77;048327001;"БАНК ""НАЛЬЧИК"" ООО";"БАНК ""НАЛЬЧИК"" ООО";048327741;;;00;;;;695;;30.06.2018;;30101810700000000741;;;;
;;30;4;57;614000;1;ПЕРМЬ;ул Пушкина, 84;045773001;"ФИЛИАЛ ООО ""ЭКСПОБАНК"" В Г.ПЕРМИ";"ФИЛИАЛ ООО ""ЭКСПОБАНК"" В Г.ПЕР";045773721;;;00;;;;2998/8;;30.06.2018;;30101810400000000721;;;;
;;10;0;83;361200;1;ТЕРЕК;ул Панагова, 120;;РКЦ ТЕРЕК;РКЦ ТЕРЕК;048337000;;;00;;;;;;30.06.2018;;;;;;
;;12;0;84;649000;1;ГОРНО-АЛТАЙСК;ул Чорос-Гуркина, 21;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АЛТАЙ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АЛТАЙ;048405001;;;00;;;;;;30.06.2018;;;;;;
;;20;4;84;649000;1;ГОРНО-АЛТАЙСК;Коммунистический пр-т, 26;048405001;"АКБ ""НООСФЕРА"" (АО)";"АКБ ""НООСФЕРА"" (АО)";048405718;;;00;;;;2650;;30.06.2018;;30101810100000000718;;;;
;;30;4;20;394006;1;ВОРОНЕЖ;ул 20-летия Октября, 90 А;042007001;"ВОРОНЕЖСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"ВОРОНЕЖСКИЙ Ф БАНКА""ВОЗРОЖДЕНИ";042007807;;;00;;;;1439/70;;30.06.2018;;30101810400000000807;;;;
;;20;4;45;119180;1;МОСКВА;2-й Казачий пер, 3, стр 1;044525000;АЗИЯ-ИНВЕСТ БАНК (АО);АЗИЯ-ИНВЕСТ БАНК (АО);044525234;;;00;;;;3303;;30.06.2018;;30101810445250000234;;;;
;;20;4;45;125040;1;МОСКВА;ул Правды, 8-1;044525000;"ООО ""ХКФ БАНК""";"ООО ""ХКФ БАНК""";044525245;;;00;;;;316;;30.06.2018;;30101810845250000245;;;;
;;20;4;45;115280;1;МОСКВА;ул Ленинск.Слобода, 19, стр 32;044525000;"АО ""ОРБАНК""";"АО ""ОРБАНК""";044525298;;;00;;;;937;;30.06.2018;;30101810245250000298;;;;
;;12;0;85;358000;1;ЭЛИСТА;ул Нейман, 3;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КАЛМЫКИЯ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КАЛМЫК;048580001;;;00;;;;;;30.06.2018;;;;;;
;;12;0;86;185910;1;ПЕТРОЗАВОДСК;ул Германа Титова, 10;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КАРЕЛИЯ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КАРЕЛИ;048602001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;86;185035;1;ПЕТРОЗАВОДСК;ул Антикайнена, 2;048602001;КАРЕЛЬСКОЕ ОТДЕЛЕНИЕ N8628 ПАО СБЕРБАНК;КАРЕЛЬСКОЕ ОТДЕЛЕНИЕ N8628 ПАО;048602673;;;00;;;;1481/512;;30.06.2018;;30101810600000000673;;;;
;;30;4;86;185028;1;ПЕТРОЗАВОДСК;ул Андропова, 15;048602001;"ПЕТРОЗАВОДСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"ПЕТРОЗАВОДСКИЙ Ф БАНКА""ВОЗРОЖД";048602721;;;00;;;;1439/59;;30.06.2018;;30101810400000000721;;;;
;;20;4;86;185035;1;ПЕТРОЗАВОДСК;пр-т Карла Маркса, 1;048602001;"АО БАНК ""ОНЕГО""";"АО БАНК ""ОНЕГО""";048602746;;;00;;;;2484;;30.06.2018;;30101810100000000746;;;;
;;10;0;86;186790;1;СОРТАВАЛА;пл Вяйнемяйнена, 4;;РКЦ СОРТАВАЛА;РКЦ СОРТАВАЛА;048606000;;;00;;;;;;30.06.2018;;;;;;
;;90;4;45;115172;1;МОСКВА;ул Малые Каменщики, 10;044525000;"ЛИКВИДАТОР КБ ""РИАЛ-КРЕДИТ"" (ООО)";"ЛИКВИДАТОР КБ ""РИАЛ-КРЕДИТ"" (О";044525479;;;00;;;;3393;;30.06.2018;;30101810145250000479;;;;
;;90;4;45;123001;1;МОСКВА;Вспольный пер, 18, стр 1;044525000;"ЛИКВИДАТОР АО КБ ""ЖИЛСТРОЙБАНК""";"ЛИКВИДАТОР АО КБ ""ЖИЛСТРОЙБАНК";044525580;;;00;;;;2769;;30.06.2018;;30101810445250000580;;;;
;;12;0;87;167000;1;СЫКТЫВКАР;ул Ленина, 53;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КОМИ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КОМИ;048702001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;87;167981;1;СЫКТЫВКАР;ул Советская, 18;048702001;КОМИ ОТДЕЛЕНИЕ N8617 ПАО СБЕРБАНК;КОМИ ОТДЕЛЕНИЕ N8617 ПАО СБЕРБ;048702640;;;00;;;;1481/596;;30.06.2018;;30101810400000000640;;;;
;;20;4;87;167000;1;СЫКТЫВКАР;ул Первомайская, 68;048702001;"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО)";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО)";048702781;;;00;;;;2721;;30.06.2018;;30101810000000000781;;;;
;;10;0;87;169600;1;ПЕЧОРА;Печорский пр-т, 23;;РКЦ ПЕЧОРА;РКЦ ПЕЧОРА;048708000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;45;115054;1;МОСКВА;ул Дубининская, 57, стр 4;044525000;"ФСКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК"" В Г.МОСКВЕ";"ФСКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК"" В";044525803;;;00;;;;2733/6;;30.06.2018;;30101810245250000803;;;;
;;10;0;87;169310;1;УХТА;ул Первомайская, 47;;РКЦ УХТА;РКЦ УХТА;048717000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;109004;1;МОСКВА;ул. Воронцовская, д. 13/14, ст;044525000;"""РЕСПУБЛИКАНСКИЙ КРЕДИТНЫЙ АЛЬЯНС"" ООО";"""РЕСПУБЛИКАНСКИЙ КРЕДИТНЫЙ АЛЬ";044525860;;;00;;;;3017;;30.06.2018;;30101810945250000860;;;;
;;30;4;87;169300;1;УХТА;пр-т Ленина, 1;048717000;"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО) Ф-Л В Г.УХТА";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО)";048717785;;;00;;;;2721/1;;30.06.2018;;30101810000000000785;;;;
;;10;0;87;169906;1;ВОРКУТА;ул Мира, 24;;РКЦ ВОРКУТА;РКЦ ВОРКУТА;048718000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;87;169710;1;УСИНСК;ул Нефтяников, 30;;РКЦ УСИНСК;РКЦ УСИНСК;048723000;;;00;;;;;;30.06.2018;;;;;;
;;12;0;88;424000;1;ЙОШКАР-ОЛА;ул Палантая, 67;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МАРИЙ ЭЛ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МАРИЙ;048860001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;88;424000;1;ЙОШКАР-ОЛА;ул Карла Маркса, 109 Б;048860001;ОТДЕЛЕНИЕ МАРИЙ ЭЛ N8614 ПАО СБЕРБАНК;ОТДЕЛЕНИЕ МАРИЙ ЭЛ N8614 ПАО С;048860630;;;00;;;;1481/796;;30.06.2018;;30101810300000000630;;;;
;;20;4;88;424006;1;ЙОШКАР-ОЛА;ул Панфилова, 39 Г;048860001;"БАНК ""ЙОШКАР-ОЛА"" (ПАО)";"БАНК ""ЙОШКАР-ОЛА"" (ПАО)";048860889;;;00;;;;2802;;30.06.2018;;30101810300000000889;;;;
;;20;4;50;630102;1;НОВОСИБИРСК;ул  Кирова, 86;045004001;"РНКО ""ПЛАТЕЖНЫЙ ЦЕНТР"" (ООО)";"РНКО ""ПЛАТЕЖНЫЙ ЦЕНТР"" (ООО)";045004832;;;00;;;;3166-К;;30.06.2018;;30103810100000000832;;;;
;;40;0;88;424045;1;ЙОШКАР-ОЛА 45;ул Коммунистическая, 32;;ПУ БАНКА РОССИИ КРАСНОГВАРДЕЙСКОЕ;ПУ БАНКА РОССИИ КРАСНОГВАРДЕЙС;048880002;;;00;;;;;;30.06.2018;;;;;;
;;12;0;89;430005;1;САРАНСК;ул Коммунистическая, 32;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВ;048952001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;89;430033;1;САРАНСК;пр-т 70 лет Октября, 86;048952001;МОРДОВСКОЕ ОТДЕЛЕНИЕ N8589 ПАО СБЕРБАНК;МОРДОВСКОЕ ОТДЕЛЕНИЕ N8589 ПАО;048952615;;;00;;;;1481/853;;30.06.2018;;30101810100000000615;;;;
;;20;4;89;430005;1;САРАНСК;ул Демократическая, 30;048952001;"АККСБ ""КС БАНК"" (ПАО)";"АККСБ ""КС БАНК"" (ПАО)";048952749;;;00;;;;1752;;30.06.2018;;30101810500000000749;;;;
;;20;4;89;430005;1;САРАНСК;ул Б.Хмельницкого, 36А;048952001;"АКБ ""АКТИВ БАНК"" (ПАО)";"АКБ ""АКТИВ БАНК"" (ПАО)";048952752;;;00;;;;2529;;30.06.2018;;30101810500000000752;;;;
;;30;4;89;430005;1;САРАНСК;ул Льва Толстого, 14;048952001;"САРАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"САРАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""";048952754;;;00;;;;1439/52;;30.06.2018;;30101810100000000754;;;;
;;20;4;65;623109;1;ПЕРВОУРАЛЬСК;пр-т Ильича, 9 Б;046577001;"АО ""ПЕРВОУРАЛЬСКБАНК""";"АО ""ПЕРВОУРАЛЬСКБАНК""";046577402;;;00;;;;965;;30.06.2018;;30101810565770000402;;;;
;;12;0;90;362040;1;ВЛАДИКАВКАЗ;ул Куйбышева, 4;;ОТДЕЛЕНИЕ-НБ РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ;ОТДЕЛЕНИЕ-НБ РЕСП. СЕВЕРНАЯ ОС;049033001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;90;362027;1;ВЛАДИКАВКАЗ;ул Кирова, 47-49;049033001;"СЕВЕРО-ОСЕТИНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";СЕВЕРО-ОСЕТИНСКИЙ ФИЛИАЛ ПАО А;049033737;;;00;;;;1470/8;;30.06.2018;;30101810100000000737;;;;
;;20;4;28;171506;1;КИМРЫ;ул Урицкого, 19;042809001;"ООО КБ ""ГЕФЕСТ""";"ООО КБ ""ГЕФЕСТ""";042809992;;;00;;;;1046;;30.06.2018;;30101810028090000992;;;;
;;12;0;91;369000;1;ЧЕРКЕССК;ул Пушкинская, 84;;ОТДЕЛЕНИЕ-НБ КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;ОТДЕЛЕНИЕ-НБ КАРАЧАЕВО-ЧЕРКЕСС;049133001;;;00;;;;;;30.06.2018;;;;;;
;;20;3;00;384900;1;СУХУМ;пр-т Леона, 14;040396000;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ АБХАЗИЯ;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ А;040396055;;;00;;;;;;30.06.2018;;30111810000000000055;;;;
;;30;4;91;369000;1;ЧЕРКЕССК;ул Пушкинская, 71;049133001;"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ПАО А;049133840;;;00;;;;1470/12;;30.06.2018;;30101810000000000840;;;;
;;20;4;91;369000;1;ЧЕРКЕССК;ул Кавказская, 99;049133001;"АО ""ТЕКСБАНК""";"АО ""ТЕКСБАНК""";049133845;;;00;;;;2756;;30.06.2018;;30101810500000000845;;;;
;;20;4;92;420126;1;КАЗАНЬ;ул Фатыха Амирхана, 15;049205001;"ООО ""АЛТЫНБАНК""";"ООО ""АЛТЫНБАНК""";049205919;;;00;;;;2070;;30.06.2018;;30101810200000000919;;;;
;;12;0;92;420013;1;КАЗАНЬ;ул Баумана, 37;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТАТАРСТАН;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТАТАРС;049205001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;92;420012;1;КАЗАНЬ;ул Бутлерова, 44;049205001;"ОТДЕЛЕНИЕ ""БАНК ТАТАРСТАН"" N8610 ПАО СБЕРБАНК";"ОТДЕЛЕНИЕ ""БАНК ТАТАРСТАН"" N86";049205603;;;00;;;;1481/1466;;30.06.2018;;30101810600000000603;;;;
;;20;4;92;420111;1;КАЗАНЬ;ул Чернышевского, 18/23;049205001;"АО ""ТАТСОЦБАНК""";"АО ""ТАТСОЦБАНК""";049205703;;;00;;;;480;;30.06.2018;;30101810500000000703;;;;
;;20;4;92;420111;1;КАЗАНЬ;ул Пушкина, 13/52;049205001;"АКБ ""ЭНЕРГОБАНК"" (АО)";"АКБ ""ЭНЕРГОБАНК"" (АО)";049205770;;;00;;;;67;;30.06.2018;;30101810300000000770;;;;
;;20;4;92;420032;1;КАЗАНЬ;ул Лукницкого, 2;049205001;"""БАНК ЗАРЕЧЬЕ"" (АО)";"""БАНК ЗАРЕЧЬЕ"" (АО)";049205772;;;00;;;;817;;30.06.2018;;30101810900000000772;;;;
;;20;4;92;420111;1;КАЗАНЬ;ул Мусы Джалиля, 3;049205001;"ООО БАНК ""АВЕРС""";"ООО БАНК ""АВЕРС""";049205774;;;00;;;;415;;30.06.2018;;30101810500000000774;;;;
;;20;4;92;420066;1;КАЗАНЬ;пр-т Ибрагимова, 58;049205001;"АО ""ТИМЕР БАНК""";"АО ""ТИМЕР БАНК""";049205798;;;00;;;;1581;;30.06.2018;;30101810900000000798;;;;
;;90;3;92;109240;1;МОСКВА;ул Высоцкого, 4;049205001;"КУ ПАО ""ИНТЕХБАНК"" - ГК ""АСВ""";"КУ ПАО ""ИНТЕХБАНК"" - ГК ""АСВ""";049205804;;;00;;;;2705;;30.06.2018;;30101810700000000804;;;;
;;20;4;92;420066;1;КАЗАНЬ;ул  Декабристов, 1;049205001;"ПАО ""АК БАРС"" БАНК";"ПАО ""АК БАРС"" БАНК";049205805;;;00;;;;2590;;30.06.2018;;30101810000000000805;;;;
;;90;3;92;109240;1;МОСКВА;ул Высоцкого, 4;049205001;"КУ ПАО ""ТАТФОНДБАНК"" - ГК ""АСВ""";"КУ ПАО ""ТАТФОНДБАНК"" - ГК ""АСВ";049205815;;;00;;;;3058;;30.06.2018;;30101810100000000815;;;;
;;90;3;92;109240;1;МОСКВА;ул Высоцкого, 4;049205001;"КУ АКБ ""СПУРТ"" (ПАО) - ГК ""АСВ""";"КУ АКБ ""СПУРТ"" (ПАО) - ГК ""АСВ";049205858;;;00;;;;2207;;30.06.2018;;30101810400000000858;;;;
;;30;4;50;630007;1;НОВОСИБИРСК;ул Октябрьская Магистраль, 2;045004001;"НФ АКБ ""ЛАНТА-БАНК"" (АО)";"НФ АКБ ""ЛАНТА-БАНК"" (АО)";045004837;;;00;;;;1920/1;;30.06.2018;;30101810000000000837;;;;
;;10;0;92;420110;1;КАЗАНЬ;ул Братьев Касимовых, 45;;РКЦ ПРИВОЛЖСКИЙ;РКЦ ПРИВОЛЖСКИЙ;049209000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;92;420043;1;КАЗАНЬ;ул Вишневского, 24;049209000;"АО ""ИК БАНК""";"АО ""ИК БАНК""";049209767;;;00;;;;1732;;30.06.2018;;30101810900000000767;;;;
;;30;4;08;680000;1;ХАБАРОВСК;ул Запарина, 86;040813001;"ФИЛИАЛ ""ХАБАРОВСКИЙ"" ПАО ""СКБ-БАНК""";"ФИЛИАЛ ""ХАБАРОВСКИЙ"" ПАО ""СКБ-";040813714;;;00;;;;705/44;;30.06.2018;;30101810400000000714;;;;
;;90;3;92;109240;1;МОСКВА;ул Высоцкого, 4;049205001;"КУ ООО ""ТАТАГРОПРОМБАНК"" - ГК ""АСВ""";"КУ ООО ""ТАТАГРОПРОМБАНК"" - ГК";049205708;;;00;;;;728;;30.06.2018;;30101810000000000708;;;;
;;20;4;45;107061;1;МОСКВА;Преображенская пл, 8;044525000;"ПАО ""ПОЧТА БАНК""";"ПАО ""ПОЧТА БАНК""";044525214;;;00;;;;650;;30.06.2018;;30101810245250000214;;;;
;;20;4;92;420081;1;КАЗАНЬ;пр-т Альберта Камалеева, 16 А;049205001;"ООО""АВТОКРЕДИТБАНК""";"ООО""АВТОКРЕДИТБАНК""";049205795;;;00;;;;1973;;30.06.2018;;30101810000000000795;;;;
;;20;4;45;101000;1;МОСКВА;ул Маросейка, 9/2, стр 1;044525000;"АКБ ""ПРОМИНВЕСТБАНК"" (ПАО)";"АКБ ""ПРОМИНВЕСТБАНК"" (ПАО)";044525173;;;00;;;;2433;;30.06.2018;;30101810645250000173;;;;
;;10;0;92;423800;1;НАБЕРЕЖНЫЕ ЧЕЛНЫ;б-р Сайдашева, 2;;РКЦ КОМСОМОЛЬСКИЙ;РКЦ КОМСОМОЛЬСКИЙ;049240000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;92;423581;1;НИЖНЕКАМСК;ул Баки Урманче, 8;;РКЦ НИЖНЕКАМСК;РКЦ НИЖНЕКАМСК;049246000;;;00;;;;;;30.06.2018;;;;;;
;;12;0;93;667000;1;КЫЗЫЛ;ул Ленина, 23;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТЫВА;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТЫВА;049304001;;;00;;;;;;30.06.2018;;;;;;
;;20;4;93;667000;1;КЫЗЫЛ;ул Тувинских Добровольцев, 18;049304001;"АО БАНК ""НБТ""";"АО БАНК ""НБТ""";049304735;;;00;;;;1309;;30.06.2018;;30101810500000000735;;;;
;;12;0;94;426008;1;ИЖЕВСК;ул Красноармейская, 159;;ОТДЕЛЕНИЕ-НБ УДМУРТСКАЯ РЕСПУБЛИКА;ОТДЕЛЕНИЕ-НБ УДМУРТСКАЯ РЕСПУБ;049401001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;94;426057;1;ИЖЕВСК;ул Красная, 105;049401001;УДМУРТСКОЕ ОТДЕЛЕНИЕ N8618 ПАО СБЕРБАНК;УДМУРТСКОЕ ОТДЕЛЕНИЕ N8618 ПАО;049401601;;;00;;;;1481/1625;;30.06.2018;;30101810400000000601;;;;
;;20;4;94;426008;1;ИЖЕВСК;ул Пушкинская, 268;049401001;"ПАО ""БЫСТРОБАНК""";"ПАО ""БЫСТРОБАНК""";049401814;;;00;;;;1745;;30.06.2018;;30101810200000000814;;;;
;;20;4;45;115280;1;МОСКВА;Пересветов переулок, д. 2/3, п;044525000;"КБ ""МКБ"" (ПАО)";"КБ ""МКБ"" (ПАО)";044525319;;;00;;;;2524;;30.06.2018;;30101810645250000319;;;;
;;20;4;45;115093;1;МОСКВА;ул Дубининская, 94;044525000;"АКБ ""ТРАНССТРОЙБАНК"" (АО)";"АКБ ""ТРАНССТРОЙБАНК"" (АО)";044525326;;;00;;;;2807;;30.06.2018;;30101810845250000326;;;;
;;20;4;94;426076;1;ИЖЕВСК;ул Ленина, 30;049401001;"АКБ ""ИЖКОМБАНК"" (ПАО)";"АКБ ""ИЖКОМБАНК"" (ПАО)";049401871;;;00;;;;646;;30.06.2018;;30101810900000000871;;;;
;;12;0;95;655017;1;АБАКАН;ул Советская, 26;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ХАКАСИЯ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ХАКАСИ;049514001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;95;655017;1;АБАКАН;ул Пушкина, 165, лит А;049514001;АБАКАНСКОЕ ОТДЕЛЕНИЕ  N8602 ПАО СБЕРБАНК;АБАКАНСКОЕ ОТДЕЛЕНИЕ  N8602 ПА;049514608;;;00;;;;1481/1662;;30.06.2018;;30101810500000000608;;;;
;;20;4;95;655017;1;АБАКАН;ул Советская, 69;049514001;ООО КБЦА;ООО КБЦА;049514720;;;00;;;;3037;;30.06.2018;;30101810200000000720;;;;
;;20;4;45;115035;1;МОСКВА;Кадашевская набережная, дом  2;044525000;ДЖЕЙ ЭНД ТИ БАНК (АО);ДЖЕЙ ЭНД ТИ БАНК (АО);044525588;;;00;;;;3061;;30.06.2018;;30101810845250000588;;;;
;;20;4;45;115093;1;МОСКВА;Партийный пер., д. 1, корп. 57;044525000;"АО БАНК ""НАЦИОНАЛЬНЫЙ СТАНДАРТ""";"АО БАНК ""НАЦИОНАЛЬНЫЙ СТАНДАРТ";044525498;;;00;;;;3421;;30.06.2018;;30101810045250000498;;;;
;;20;4;95;655017;1;АБАКАН;ул Хакасская, 73;049514001;"ООО ""ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК""";"ООО ""ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ Б";049514745;;;00;;;;1049;;30.06.2018;;30101810900000000745;;;;
